"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_001614485.1_ASM161448v1_genomic","GCA_001683595.1_NGF2_genomic","GCA_001891695.1_ASM189169v1_genomic","GCA_001891995.1_ASM189199v1_genomic","GCA_001901445.1_ASM190144v1_genomic","GCA_001911775.1_ASM191177v1_genomic"
"glpC","","Anaerobic glycerol-3-phosphate dehydrogenase subunit C","6","6","1","63","6330","","","","1190","1190","1190","GCA_001614485_00436","GCA_001683595_01168","GCA_001891695_03922","GCA_001891995_00154","GCA_001901445_04137","GCA_001911775_01078"
"group_6866","","hypothetical protein","6","6","1","63","468","","","","368","368","368","GCA_001614485_03166","GCA_001683595_04031","GCA_001891695_02985","GCA_001891995_01330","GCA_001901445_00537","GCA_001911775_01469"
"mtlA_2","","PTS system mannitol-specific EIICBA component","6","6","1","63","1556","","","","1913","1913","1913","GCA_001614485_00976","GCA_001683595_04274","GCA_001891695_04311","GCA_001891995_00847","GCA_001901445_01030","GCA_001911775_03982"
"cysJ_3","","Sulfite reductase [NADPH] flavoprotein alpha-component","6","6","1","63","7840","","","","443","443","443","GCA_001614485_04574","GCA_001683595_04420","GCA_001891695_01750","GCA_001891995_01025","GCA_001901445_01185","GCA_001911775_04131"
"rpoN","","RNA polymerase sigma-54 factor","6","6","1","63","368","","","","1433","1433","1433","GCA_001614485_02231","GCA_001683595_04126","GCA_001891695_03087","GCA_001891995_00398","GCA_001901445_00642","GCA_001911775_03206"
"btuC","","Vitamin B12 import system permease protein BtuC","6","6","1","63","3850","","","","980","980","980","GCA_001614485_01840","GCA_001683595_00589","GCA_001891695_02327","GCA_001891995_02986","GCA_001901445_03587","GCA_001911775_01544"
"garP_2","","putative galactarate transporter","6","6","1","63","441","","","","1334","1334","1334","GCA_001614485_00593","GCA_001683595_04053","GCA_001891695_03010","GCA_001891995_01355","GCA_001901445_00563","GCA_001911775_03283"
"sdaA","","L-serine dehydratase 1","6","6","1","63","4005","","","","1364","1364","1364","GCA_001614485_01056","GCA_001683595_00683","GCA_001891695_02431","GCA_001891995_01510","GCA_001901445_03692","GCA_001911775_02292"
"group_6875","","Beta-glucosidase BoGH3B","6","6","1","63","6439","","","","2267","2267","2267","GCA_001614485_04693","GCA_001683595_01058","GCA_001891695_03813","GCA_001891995_00257","GCA_001901445_04034","GCA_001911775_00922"
"pflB","","Formate acetyltransferase 1","6","6","1","63","6132","","","","2282","2282","2282","GCA_001614485_02784","GCA_001683595_02219","GCA_001891695_03362","GCA_001891995_02049","GCA_001901445_02851","GCA_001911775_01732"
"argE_2","","Acetylornithine deacetylase","6","6","1","63","6163","","","","1151","1151","1151","GCA_001614485_02691","GCA_001683595_04724","GCA_001891695_01014","GCA_001891995_02331","GCA_001901445_01407","GCA_001911775_02579"
"pnuC","","Nicotinamide riboside transporter PnuC","6","6","1","63","5935","","","","719","719","719","GCA_001614485_00282","GCA_001683595_02020","GCA_001891695_02761","GCA_001891995_03284","GCA_001901445_02648","GCA_001911775_00139"
"hflX","","GTPase HflX","6","6","1","63","3786","","","","1280","1280","1280","GCA_001614485_02578","GCA_001683595_02637","GCA_001891695_00894","GCA_001891995_03455","GCA_001901445_01633","GCA_001911775_02108"
"group_6880","","tRNA-Leu(cag)","6","6","1","63","7891","","","","86","86","86","GCA_001614485_03884","GCA_001683595_00102","GCA_001891695_02664","GCA_001891995_01763","GCA_001901445_01237","GCA_001911775_00491"
"group_6881","","tRNA-Leu(cag)","6","6","1","63","3587","","","","86","86","86","GCA_001614485_03198","GCA_001683595_02814","GCA_001891695_00111","GCA_001891995_03637","GCA_001901445_01811","GCA_001911775_03471"
"epsL","","Type II secretion system protein L","6","6","1","63","2496","","","","1178","1178","1178","GCA_001614485_03085","GCA_001683595_03879","GCA_001891695_04652","GCA_001891995_01191","GCA_001901445_00395","GCA_001911775_03941"
"group_6890","","tRNA-Leu(cag)","6","6","1","63","3578","","","","86","86","86","GCA_001614485_03200","GCA_001683595_02815","GCA_001891695_00112","GCA_001891995_03638","GCA_001901445_01812","GCA_001911775_03480"
"orfC","","Antigen Lp49","6","6","1","63","7246","","","","1061","1061","1061","GCA_001614485_00249","GCA_001683595_03470","GCA_001891695_01338","GCA_001891995_03391","GCA_001901445_03352","GCA_001911775_03540"
"fre","","NAD(P)H-flavin reductase","6","6","1","63","8015","","","","701","701","701","GCA_001614485_00301","GCA_001683595_00171","GCA_001891695_02707","GCA_001891995_01713","GCA_001901445_01286","GCA_001911775_00538"
"rbsK_2","","Ribokinase","6","6","1","63","7850","","","","929","929","929","GCA_001614485_04584","GCA_001683595_04430","GCA_001891695_01740","GCA_001891995_01035","GCA_001901445_01195","GCA_001911775_04141"
"purF","","Amidophosphoribosyltransferase","6","6","1","63","4779","","","","1517","1517","1517","GCA_001614485_02000","GCA_001683595_01236","GCA_001891695_03985","GCA_001891995_00091","GCA_001901445_04200","GCA_001911775_01141"
"ndk","","Nucleoside diphosphate kinase","6","6","1","63","4990","","","","431","431","431","GCA_001614485_00063","GCA_001683595_01406","GCA_001891695_01870","GCA_001891995_04690","GCA_001901445_04444","GCA_001911775_00206"
"lpdA","","Dihydrolipoyl dehydrogenase","6","6","1","63","2845","","","","1424","1424","1424","GCA_001614485_04228","GCA_001683595_02968","GCA_001891695_00261","GCA_001891995_03780","GCA_001901445_01957","GCA_001911775_01830"
"rraB","","Regulator of ribonuclease activity B","6","6","1","63","4087","","","","416","416","416","GCA_001614485_02947","GCA_001683595_02720","GCA_001891695_00970","GCA_001891995_03539","GCA_001901445_01719","GCA_001911775_02657"
"fdoG_1","","Formate dehydrogenase-O major subunit","6","6","1","63","6229","","","","2414","2414","2414","GCA_001614485_03275","GCA_001683595_04659","GCA_001891695_04797","GCA_001891995_04844","GCA_001901445_01340","GCA_001911775_03336"
"xcpW","","Type II secretion system protein J","6","6","1","63","2498","","","","599","605","601","GCA_001614485_03087","GCA_001683595_03881","GCA_001891695_04650","GCA_001891995_01193","GCA_001901445_00397","GCA_001911775_03943"
"maeA","","NAD-dependent malic enzyme","6","6","1","63","6614","","","","1697","1697","1697","GCA_001614485_01394","GCA_001683595_00313","GCA_001891695_04165","GCA_001891995_02410","GCA_001901445_03381","GCA_001911775_00375"
"pepN","","Aminopeptidase N","6","6","1","63","6102","","","","2612","2612","2612","GCA_001614485_00127","GCA_001683595_02248","GCA_001891695_03391","GCA_001891995_02020","GCA_001901445_02881","GCA_001911775_02212"
"tatC","","Sec-independent protein translocase protein TatC","6","6","1","63","8019","","","","776","776","776","GCA_001614485_00548","GCA_001683595_00167","GCA_001891695_02703","GCA_001891995_01717","GCA_001901445_01282","GCA_001911775_00534"
"oppF_1","","Oligopeptide transport ATP-binding protein OppF","6","6","1","63","1488","","","","1004","1004","1004","GCA_001614485_02308","GCA_001683595_04220","GCA_001891695_00849","GCA_001891995_02705","GCA_001901445_00967","GCA_001911775_00574"
"yejK","","Nucleoid-associated protein YejK","6","6","1","63","6380","","","","1007","1007","1007","GCA_001614485_04633","GCA_001683595_01112","GCA_001891695_03868","GCA_001891995_00203","GCA_001901445_04088","GCA_001911775_00862"
"group_6905","","hypothetical protein","6","6","1","63","759","","","","590","590","590","GCA_001614485_01568","GCA_001683595_00372","GCA_001891695_05081","GCA_001891995_02088","GCA_001901445_01450","GCA_001911775_04282"
"group_6906","","hypothetical protein","6","6","1","63","3212","","","","665","665","665","GCA_001614485_03385","GCA_001683595_00773","GCA_001891695_02539","GCA_001891995_01604","GCA_001901445_03786","GCA_001911775_00070"
"group_6907","","hypothetical protein","6","6","1","63","1505","","","","710","710","710","GCA_001614485_01080","GCA_001683595_04235","GCA_001891695_00863","GCA_001891995_02719","GCA_001901445_00981","GCA_001911775_03712"
"rpoH","","RNA polymerase sigma factor RpoH","6","6","1","63","1377","","","","854","854","854","GCA_001614485_03952","GCA_001683595_04555","GCA_001891695_00766","GCA_001891995_03993","GCA_001901445_00880","GCA_001911775_00756"
"cvrA","","K( )/H( ) antiporter NhaP2","6","6","1","63","7011","","","","1736","1736","1736","GCA_001614485_01439","GCA_001683595_03266","GCA_001891695_01569","GCA_001891995_04351","GCA_001901445_03121","GCA_001911775_04643"
"lptG_2","","Lipopolysaccharide export system permease protein LptG","6","6","1","63","2523","","","","1079","1079","1079","GCA_001614485_03110","GCA_001683595_03904","GCA_001891695_04627","GCA_001891995_01216","GCA_001901445_00420","GCA_001911775_03966"
"lspA","","Lipoprotein signal peptidase","6","6","1","63","3508","","","","494","494","494","GCA_001614485_00150","GCA_001683595_02876","GCA_001891695_00172","GCA_001891995_03695","GCA_001901445_01872","GCA_001911775_03043"
"ppx","","Exopolyphosphatase","6","6","1","63","5048","","","","1541","1541","1541","GCA_001614485_03003","GCA_001683595_01386","GCA_001891695_01936","GCA_001891995_04673","GCA_001901445_04427","GCA_001911775_01360"
"yhjB","","Putative HTH-type transcriptional regulator YhjB","6","6","1","63","1464","","","","602","602","602","GCA_001614485_02286","GCA_001683595_04199","GCA_001891695_00826","GCA_001891995_02681","GCA_001901445_00942","GCA_001911775_03000"
"mreC","","Cell shape-determining protein MreC","6","6","1","63","1155","","","","1103","1103","1103","GCA_001614485_00657","GCA_001683595_04165","GCA_001891695_03129","GCA_001891995_02656","GCA_001901445_00683","GCA_001911775_03165"
"rpsB","","30S ribosomal protein S2","6","6","1","63","2914","","","","725","725","725","GCA_001614485_04282","GCA_001683595_03019","GCA_001891695_00313","GCA_001891995_03831","GCA_001901445_02010","GCA_001911775_01883"
"group_6917","","Putative NrdI-like protein","6","6","1","63","162","","","","407","410","409","GCA_001614485_02912","GCA_001683595_03519","GCA_001891695_02083","GCA_001891995_00828","GCA_001901445_00051","GCA_001911775_04447"
"accD","","Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta","6","6","1","63","4783","","","","914","914","914","GCA_001614485_01996","GCA_001683595_01240","GCA_001891695_03989","GCA_001891995_00087","GCA_001901445_04204","GCA_001911775_01145"
"sdaC","","Serine transporter","6","6","1","63","8132","","","","1289","1289","1289","GCA_001614485_02263","GCA_001683595_03644","GCA_001891695_00404","GCA_001891995_00700","GCA_001901445_00173","GCA_001911775_02472"
"corC_4","","Magnesium and cobalt efflux protein CorC","6","6","1","63","6513","","","","1583","1583","1583","GCA_001614485_03811","GCA_001683595_00995","GCA_001891695_03751","GCA_001891995_00321","GCA_001901445_03924","GCA_001911775_00991"
"dlsT","","putative serine transporter","6","6","1","63","456","","","","1331","1331","1331","GCA_001614485_03178","GCA_001683595_04042","GCA_001891695_02997","GCA_001891995_01342","GCA_001901445_00549","GCA_001911775_01481"
"rob_2","","Right origin-binding protein","6","6","1","63","3546","","","","869","869","869","GCA_001614485_03230","GCA_001683595_02846","GCA_001891695_00141","GCA_001891995_03666","GCA_001901445_01840","GCA_001911775_03508"
"group_6924","","hypothetical protein","6","6","1","63","4627","","","","785","785","785","GCA_001614485_03341","GCA_001683595_00814","GCA_001891695_02582","GCA_001891995_02381","GCA_001901445_03827","GCA_001911775_02694"
"grxB","","Glutaredoxin 2","6","6","1","63","2002","","","","647","647","647","GCA_001614485_02837","GCA_001683595_03097","GCA_001891695_01672","GCA_001891995_04245","GCA_001901445_03014","GCA_001911775_01999"
"ulaA","","Ascorbate-specific PTS system EIIC component","6","6","1","63","3807","","","","1397","1397","1397","GCA_001614485_02558","GCA_001683595_02657","GCA_001891695_00914","GCA_001891995_03475","GCA_001901445_01653","GCA_001911775_02088"
"fdnI","","Formate dehydrogenase, nitrate-inducible, cytochrome b556(Fdn) subunit","6","6","1","63","6609","","","","653","653","653","GCA_001614485_01397","GCA_001683595_00318","GCA_001891695_04162","GCA_001891995_02413","GCA_001901445_03378","GCA_001911775_00372"
"frdC","","Fumarate reductase subunit C","6","6","1","63","692","","","","395","395","395","GCA_001614485_01598","GCA_001683595_02618","GCA_001891695_00877","GCA_001891995_03436","GCA_001901445_01612","GCA_001911775_00309"
"brnQ","","Branched-chain amino acid transport system 2 carrier protein","6","6","1","63","5238","","","","1319","1319","1319","GCA_001614485_03642","GCA_001683595_01722","GCA_001891695_03297","GCA_001891995_02799","GCA_001901445_02321","GCA_001911775_03603"
"group_693","","hypothetical protein","6","6","1","63","483","","","","683","692","684","GCA_001614485_03155","GCA_001683595_04020","GCA_001891695_02970","GCA_001891995_01314","GCA_001901445_00519","GCA_001911775_01454"
"flgC","","Flagellar basal-body rod protein FlgC","6","6","1","63","1992","","","","404","404","404","GCA_001614485_02847","GCA_001683595_03107","GCA_001891695_01662","GCA_001891995_04255","GCA_001901445_03024","GCA_001911775_01989"
"yhdW","","Putative amino-acid ABC transporter-binding protein YhdW","6","6","1","63","1178","","","","1025","1025","1025","GCA_001614485_00610","GCA_001683595_04192","GCA_001891695_03148","GCA_001891995_02674","GCA_001901445_00702","GCA_001911775_03146"
"gadX_2","","HTH-type transcriptional regulator GadX","6","6","1","63","910","","","","761","761","761","GCA_001614485_00894","GCA_001683595_02500","GCA_001891695_01202","GCA_001891995_02456","GCA_001901445_01572","GCA_001911775_02805"
"clpB_2","","Chaperone protein ClpB","6","6","1","63","96","","","","2573","2573","2573","GCA_001614485_02867","GCA_001683595_03475","GCA_001891695_02034","GCA_001891995_03926","GCA_001901445_00001","GCA_001911775_02714"
"xylH","","Xylose transport system permease protein XylH","6","6","1","63","1520","","","","1181","1181","1181","GCA_001614485_01450","GCA_001683595_04249","GCA_001891695_04339","GCA_001891995_02733","GCA_001901445_00995","GCA_001911775_03726"
"hyaB","","Hydrogenase-1 large chain","6","6","1","63","6062","","","","1793","1793","1793","GCA_001614485_02190","GCA_001683595_02282","GCA_001891695_03432","GCA_001891995_01979","GCA_001901445_02923","GCA_001911775_02170"
"carB","","Carbamoyl-phosphate synthase large chain","6","6","1","63","3502","","","","3221","3221","3221","GCA_001614485_04214","GCA_001683595_02883","GCA_001891695_00178","GCA_001891995_03701","GCA_001901445_01878","GCA_001911775_03049"
"bepA_2","","Beta-barrel assembly-enhancing protease","6","6","1","63","5056","","","","1463","1463","1463","GCA_001614485_02995","GCA_001683595_01378","GCA_001891695_01944","GCA_001891995_04665","GCA_001901445_04419","GCA_001911775_01352"
"chaA","","Sodium-potassium/proton antiporter ChaA","6","6","1","63","7039","","","","1100","1100","1100","GCA_001614485_00397","GCA_001683595_03296","GCA_001891695_01540","GCA_001891995_04379","GCA_001901445_03148","GCA_001911775_04671"
"mtnN","","5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase","6","6","1","63","2903","","","","698","698","698","GCA_001614485_04272","GCA_001683595_03011","GCA_001891695_00304","GCA_001891995_03823","GCA_001901445_02002","GCA_001911775_01874"
"lgoD","","L-galactonate-5-dehydrogenase","6","6","1","63","3601","","","","593","1022","950","GCA_001614485_03187","GCA_001683595_02803","GCA_001891695_00100","GCA_001891995_03626","GCA_001901445_01800","GCA_001911775_03459"
"yigB","","5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB","6","6","1","63","8054","","","","716","716","716","GCA_001614485_03900","GCA_001683595_00119","GCA_001891695_02678","GCA_001891995_01744","GCA_001901445_01254","GCA_001911775_00508"
"ttdB","","L( )-tartrate dehydratase subunit beta","6","6","1","63","507","","","","605","605","605","GCA_001614485_03715","GCA_001683595_03997","GCA_001891695_02947","GCA_001891995_01290","GCA_001901445_00496","GCA_001911775_01431"
"aaeA_1","","p-hydroxybenzoic acid efflux pump subunit AaeA","6","6","1","63","332","","","","932","932","932","GCA_001614485_00832","GCA_001683595_04157","GCA_001891695_03121","GCA_001891995_02648","GCA_001901445_00675","GCA_001911775_03173"
"nth","","Endonuclease III","6","6","1","63","6819","","","","635","635","635","GCA_001614485_03745","GCA_001683595_00509","GCA_001891695_02247","GCA_001891995_03139","GCA_001901445_03507","GCA_001911775_01625"
"ylaB","","Putative cyclic-di-GMP phosphodiesterase YlaB","6","6","1","63","5296","","","","1550","1550","1550","GCA_001614485_01369","GCA_001683595_01777","GCA_001891695_03242","GCA_001891995_02857","GCA_001901445_02379","GCA_001911775_03661"
"gltI","","Glutamate/aspartate import solute-binding protein","6","6","1","63","5395","","","","908","908","908","GCA_001614485_02114","GCA_001683595_01933","GCA_001891695_04389","GCA_001891995_01838","GCA_001901445_02557","GCA_001911775_04354"
